gene	chrom	strand	cds_start0	cds_end	cds_span	cds_len	tx_len
YJR062C	chrX	-	553475	554849	1374	1374	2041.0
YJR063W	chrX	+	555194	555572	378	378	561.0
YJR064W	chrX	+	555913	557602	1689	1689	1795.0
YJR065C	chrX	-	557808	559158	1350	1350	1597.0
YJR066W	chrX	+	559415	566828	7413	7413	7559.0
YJR067C	chrX	-	567018	567444	426	426	544.0
YJR068W	chrX	+	567642	568704	1062	1062	1188.0
YJR069C	chrX	-	568805	569399	594	594	762.0
YJR070C	chrX	-	569620	570598	978	978	1201.0
YJR072C	chrX	-	570966	572124	1158	1158	1486.0
YJR073C	chrX	-	572314	572935	621	621	762.0
YJR074W	chrX	+	573094	573751	657	657	708.0
YJR075W	chrX	+	573980	575171	1191	1191	1506.0
YJR076C	chrX	-	575353	576601	1248	1248	1466.0
YJR077C	chrX	-	577254	578190	936	936	1237.0
YJR078W	chrX	+	578859	580221	1362	1362	1612.0
YJR079W	chrX	+	580204	581239	1035	330	580.0
YJR080C	chrX	-	580431	581616	1185	1185	1331.0
YJR082C	chrX	-	581913	582255	342	342	679.0
YJR083C	chrX	-	582607	583537	930	930	1043.0
YJR084W	chrX	+	583732	585004	1272	1272	1437.0
YJR085C	chrX	-	585119	585437	318	318	448.0
YJR086W	chrX	+	586067	586400	333	333	398.0
YJR088C	chrX	-	586494	587373	879	879	1185.0
YJR089W	chrX	+	587717	590582	2865	2865	3071.0
YJR090C	chrX	-	590871	594327	3456	3456	3861.0
YJR091C	chrX	-	595060	598336	3276	3276	3582.0
YJR092W	chrX	+	598734	603078	4344	4344	4518.0
YJR093C	chrX	-	603219	604203	984	984	1148.0
YJR094C	chrX	-	604568	605651	1083	1083	1238.0
YJR094W-A	chrX	+	608304	608858	554	279	429.0
YJR095W	chrX	+	609772	610741	969	969	1219.0
YJR096W	chrX	+	611194	612043	849	849	1030.0
YJR097W	chrX	+	612412	612931	519	519	777.0
YJR098C	chrX	-	613185	615156	1971	1971	2218.0
YJR099W	chrX	+	615575	616286	711	711	982.0
YJR100C	chrX	-	616350	617334	984	984	1062.0
YJR101W	chrX	+	618233	619034	801	801	1041.0
YJR102C	chrX	-	619156	619765	609	609	856.0
YJR103W	chrX	+	620753	622490	1737	1737	1855.0
YJR104C	chrX	-	622549	623014	465	465	579.0
YJR105W	chrX	+	623580	624603	1023	1023	1130.0
YJR106W	chrX	+	624837	627015	2178	2178	2456.0
YJR107W	chrX	+	627339	628326	987	987	1237.0
YJR107C-A	chrX	-	628456	628693	237	237	476.0
YJR108W	chrX	+	628711	629083	372	372	622.0
YJR109C	chrX	-	629584	632941	3357	3357	3537.0
YJR110W	chrX	+	633614	635681	2067	2067	2347.0
YJR111C	chrX	-	635854	636706	852	852	1085.0
YJR112W	chrX	+	637029	637635	606	606	716.0
YJR112W-A	chrX	+	637789	638168	379	330	471.0
YJR113C	chrX	-	638231	638975	744	744	908.0
YJR115W	chrX	+	639941	640451	510	510	760.0
YJR116W	chrX	+	640824	641664	840	840	1184.0
YJR117W	chrX	+	642006	643368	1362	1362	1541.0
YJR118C	chrX	-	643489	644101	612	612	812.0
YJR119C	chrX	-	644303	646490	2187	2187	2437.0
YJR120W	chrX	+	647125	647476	351	351	601.0
YJR121W	chrX	+	647606	649142	1536	1536	2074.0
YJR122W	chrX	+	649775	651269	1494	1494	1633.0
YJR123W	chrX	+	651900	652578	678	678	834.0
YJR124C	chrX	-	652891	654238	1347	1347	1579.0
YJR125C	chrX	-	654736	655963	1227	1227	1427.0
YJR126C	chrX	-	656253	658689	2436	2436	2497.0
YJR127C	chrX	-	658916	663059	4143	4143	3972.0
YJR128W	chrX	+	662920	663280	360	360	610.0
YJR129C	chrX	-	663999	665019	1020	1020	1270.0
YJR130C	chrX	-	665217	667137	1920	1920	2136.0
YJR131W	chrX	+	667643	669293	1650	1650	1852.0
YJR132W	chrX	+	669521	672668	3147	3147	3397.0
YJR133W	chrX	+	672990	673620	630	630	826.0
YJR134C	chrX	-	673728	675852	2124	2124	2374.0
YJR135C	chrX	-	676058	676778	720	720	1025.0
YJR135W-A	chrX	+	676970	677234	264	264	503.0
YJR136C	chrX	-	677440	678706	1266	1266	1362.0
YJR137C	chrX	-	678956	683285	4329	4329	4640.0
YJR138W	chrX	+	684566	689321	4755	4755	4901.0
YJR139C	chrX	-	689444	690524	1080	1080	1290.0
YJR140C	chrX	-	690749	695696	4947	4947	5182.0
YJR141W	chrX	+	695905	696949	1044	1044	1168.0
YJR142W	chrX	+	697140	698169	1029	1029	1155.0
YJR143C	chrX	-	698325	700614	2289	2289	2554.0
YJR144W	chrX	+	700881	701691	810	810	926.0
YJR145C	chrX	-	702026	703068	1042	786	902.0
YJR146W	chrX	+	703884	704238	354	354	384.0
YJR147W	chrX	+	704195	705272	1077	1077	1530.0
YJR148W	chrX	+	705743	706874	1131	1131	1501.0
YJR149W	chrX	+	707159	708374	1215	1215	1465.0
YJR150C	chrX	-	708810	709707	897	897	1147.0
YJR151C	chrX	-	712254	715740	3486	3486	3736.0
YJR151W-A	chrX	+	717579	717630	51	51	301.0
YJR152W	chrX	+	719665	721297	1632	1632	1882.0
YJR153W	chrX	+	722814	723900	1086	1086	1336.0
YJR154W	chrX	+	725783	726824	1041	1041	1291.0
YJR155W	chrX	+	727404	728271	867	867	1117.0
YJR156C	chrX	-	728573	729596	1023	1023	1273.0
YJR158W	chrX	+	732439	734143	1704	1704	1954.0
YJR159W	chrX	+	736043	737117	1074	1074	1324.0
YJR160C	chrX	-	738007	739816	1809	1809	2059.0
YJR161C	chrX	-	742847	743999	1152	1152	1790.0
YKL224C	chrXI	-	1809	2181	372	372	622.0
YKL222C	chrXI	-	3502	5620	2118	2118	2553.0
YKL221W	chrXI	+	6106	7528	1422	1422	1672.0
YKL220C	chrXI	-	9090	11226	2136	2136	2386.0
YKL219W	chrXI	+	14484	15708	1224	1224	1354.0
YKL218C	chrXI	-	17358	18339	981	981	1325.0
YKL217W	chrXI	+	22233	24084	1851	1851	225.0
YKL216W	chrXI	+	25214	26159	945	945	1304.0
YKL215C	chrXI	-	26826	30687	3861	3861	4186.0
YKL214C	chrXI	-	31081	31693	612	612	786.0
YKL213C	chrXI	-	31959	34107	2148	2148	2290.0
YKL212W	chrXI	+	34542	36414	1872	1872	2325.0
YKL211C	chrXI	-	36698	38153	1455	1455	1706.0
YKL210W	chrXI	+	39162	42237	3075	3075	3291.0
YKL209C	chrXI	-	42422	46295	3873	3873	4090.0
YKL208W	chrXI	+	47156	47972	816	816	1001.0
YKL207W	chrXI	+	48193	48955	762	762	876.0
YKL206C	chrXI	-	49005	49809	804	804	905.0
YKL205W	chrXI	+	50050	53353	3303	3303	3576.0
YKL204W	chrXI	+	53703	55602	1899	1899	2099.0
YKL203C	chrXI	-	55934	63359	7425	7425	7695.0
YKL201C	chrXI	-	63929	67466	3537	3537	2563.0
YKL198C	chrXI	-	68231	70220	1989	1989	2429.0
YKL197C	chrXI	-	70733	73865	3132	3132	3568.0
YKL196C	chrXI	-	74931	75534	603	603	852.0
YKL195W	chrXI	+	75820	77032	1212	1212	1424.0
YKL194C	chrXI	-	77257	78646	1389	1389	1574.0
YKL193C	chrXI	-	78865	79882	1017	1017	1158.0
YKL192C	chrXI	-	80159	80537	378	378	546.0
YKL191W	chrXI	+	81034	82639	1605	1605	1708.0
YKL190W	chrXI	+	82946	83550	604	528	734.0
YKL189W	chrXI	+	84703	85903	1200	1200	1479.0
YKL188C	chrXI	-	86224	88786	2562	2562	2652.0
YKL187C	chrXI	-	89283	91536	2253	2253	2503.0
YKL186C	chrXI	-	92743	93298	555	555	1021.0
YKL185W	chrXI	+	94498	96265	1767	1767	2233.0
YKL184W	chrXI	+	96756	98157	1401	1401	1904.0
YKL183C-A	chrXI	-	98394	98607	213	213	463.0
YKL183W	chrXI	+	98720	99641	921	921	1226.0
YKL182W	chrXI	+	100670	106826	6156	6156	6861.0
YKL181W	chrXI	+	107315	108599	1284	1284	1615.0
YKL180W	chrXI	+	109268	110129	861	555	700.0
YKL179C	chrXI	-	110463	112503	2040	2040	2417.0
YKL178C	chrXI	-	113214	114627	1413	1413	1663.0
YKL176C	chrXI	-	115499	117986	2487	2487	3028.0
YKL175W	chrXI	+	118792	120304	1512	1512	1749.0
YKL174C	chrXI	-	120379	122236	1857	1857	2025.0
YKL173W	chrXI	+	122516	125543	3027	3027	3283.0
YKL172W	chrXI	+	125758	127042	1284	1284	1402.0
YKL171W	chrXI	+	127474	130261	2787	2787	3083.0
YKL170W	chrXI	+	130633	131050	417	417	671.0
YKL168C	chrXI	-	131287	133462	2175	2175	2370.0
YKL167C	chrXI	-	133720	134134	414	414	643.0
YKL166C	chrXI	-	134508	135705	1197	1197	1571.0
YKL165C	chrXI	-	137931	140691	2760	2760	2982.0
YKL164C	chrXI	-	141793	142819	1026	1026	1359.0
YKL163W	chrXI	+	144400	145378	978	978	823.0
YKL162C	chrXI	-	147629	148838	1209	1209	1459.0
YKL161C	chrXI	-	149385	150687	1302	1302	1876.0
YKL160W	chrXI	+	153268	153706	438	438	532.0
YKL159C	chrXI	-	153815	154451	636	636	800.0
YKL157W	chrXI	+	154990	158232	3242	2859	3116.0
YKL156W	chrXI	+	158612	159212	600	249	488.0
YKL155C	chrXI	-	159455	161342	1887	1887	1981.0
YKL154W	chrXI	+	161600	162335	735	735	880.0
YKL152C	chrXI	-	163641	164385	744	744	907.0
YKL151C	chrXI	-	164916	165930	1014	1014	1158.0
YKL150W	chrXI	+	166543	167452	909	909	1159.0
YKL149C	chrXI	-	167611	168829	1218	1218	1371.0
YKL148C	chrXI	-	169206	171129	1923	1923	2325.0
YKL146W	chrXI	+	171782	173861	2079	2079	2174.0
YKL145W	chrXI	+	174212	175616	1404	1404	1646.0
YKL144C	chrXI	-	175842	176481	639	639	874.0
YKL143W	chrXI	+	176780	178172	1392	1392	1560.0
YKL142W	chrXI	+	178514	179174	660	660	879.0
YKL141W	chrXI	+	179666	180263	597	597	779.0
YKL140W	chrXI	+	180778	182425	1647	1647	2120.0
YKL139W	chrXI	+	182957	184544	1587	1587	1819.0
YKL138C-A	chrXI	-	184802	185012	210	210	547.0
YKL138C	chrXI	-	185285	185681	396	396	634.0
YKL137W	chrXI	+	185956	186292	336	336	575.0
YKL135C	chrXI	-	186459	188640	2181	2181	2425.0
YKL134C	chrXI	-	189123	191442	2319	2319	2634.0
YKL133C	chrXI	-	191678	193070	1392	1392	1462.0
YKL132C	chrXI	-	193573	194866	1293	1293	1621.0
YKL130C	chrXI	-	195287	196028	741	741	928.0
YKL129C	chrXI	-	196348	200167	3819	3819	4001.0
YKL128C	chrXI	-	200883	201771	888	888	1130.0
YKL127W	chrXI	+	203540	205253	1713	1713	1911.0
YKL126W	chrXI	+	205706	207749	2043	2043	2329.0
YKL125W	chrXI	+	208246	210130	1884	1884	2165.0
YKL124W	chrXI	+	210592	212332	1740	1740	2002.0
YKL122C	chrXI	-	212494	212998	504	504	634.0
YKL121W	chrXI	+	214141	216700	2559	2559	2917.0
YKL120W	chrXI	+	217343	218318	975	975	1233.0
YKL119C	chrXI	-	218569	219217	648	648	832.0
YKL117W	chrXI	+	220323	220974	651	651	923.0
YKL116C	chrXI	-	221343	222900	1557	1557	1845.0
YKL114C	chrXI	-	223351	224455	1104	1104	1235.0
YKL113C	chrXI	-	224726	225875	1149	1149	1316.0
YKL112W	chrXI	+	226569	228765	2196	2196	2504.0
YKL110C	chrXI	-	228938	229880	942	942	1164.0
YKL109W	chrXI	+	232226	233891	1665	1665	2368.0
YKL108W	chrXI	+	234425	235787	1362	1362	1517.0
YKL107W	chrXI	+	236140	237070	930	930	1180.0
YKL106C-A	chrXI	-	237146	237266	120	120	370.0
YKL106W	chrXI	+	237535	238891	1356	1356	1603.0
YKL105C	chrXI	-	239184	242583	3399	3399	3815.0
YKL104C	chrXI	-	243219	245373	2154	2154	2590.0
YKL104W-A	chrXI	+	245031	245286	255	255	505.0
YKL103C	chrXI	-	246137	247682	1545	1545	1776.0
YKL102C	chrXI	-	248061	248367	306	306	556.0
YKL101W	chrXI	+	248919	253476	4557	4557	4961.0
YKL100C	chrXI	-	253696	255460	1764	1764	2048.0
YKL099C	chrXI	-	255719	256472	753	753	928.0
YKL098W	chrXI	+	256769	257843	1074	1074	1228.0
YKL097C	chrXI	-	258502	258913	411	411	661.0
YKL096C-B	chrXI	-	259072	259222	150	150	400.0
YKL096W-A	chrXI	+	259252	259531	279	279	497.0
YKL096W	chrXI	+	261131	261851	720	720	858.0
YKL095W	chrXI	+	262276	263113	837	837	1270.0
YKL094W	chrXI	+	263348	264290	942	942	1043.0
YKL093W	chrXI	+	264788	265808	1020	1020	1270.0
YKL092C	chrXI	-	266144	269459	3315	3315	3521.0
YKL091C	chrXI	-	269717	270650	933	933	1071.0
YKL090W	chrXI	+	271877	273209	1332	1332	1499.0
YKL089W	chrXI	+	273393	275043	1650	1650	1900.0
YKL088W	chrXI	+	275282	276998	1716	1716	1947.0
YKL087C	chrXI	-	277188	277863	675	675	865.0
YKL086W	chrXI	+	278280	278664	384	384	634.0
YKL085W	chrXI	+	279122	280127	1005	1005	1533.0
YKL084W	chrXI	+	280508	280859	351	351	532.0
YKL082C	chrXI	-	281024	282329	1305	1305	1483.0
YKL081W	chrXI	+	282890	284455	1565	1239	1536.0
YKL080W	chrXI	+	285029	286208	1179	1179	1373.0
YKL079W	chrXI	+	286602	288573	1971	1971	2152.0
YKL078W	chrXI	+	288844	291052	2208	2208	2331.0
YKL077W	chrXI	+	291452	292631	1179	1179	1616.0
YKL075C	chrXI	-	292955	294308	1353	1353	1608.0
YKL074C	chrXI	-	294609	296193	1584	1584	1717.0
YKL073W	chrXI	+	296429	299075	2646	2646	2770.0
YKL072W	chrXI	+	299581	301882	2301	2301	2638.0
YKL071W	chrXI	+	305113	305884	771	771	1021.0
YKL070W	chrXI	+	306210	306720	510	510	760.0
YKL069W	chrXI	+	307284	307827	543	543	584.0
YKL068W-A	chrXI	+	309205	309442	237	237	633.0
YKL068W	chrXI	+	310198	313078	2880	2880	3118.0
YKL067W	chrXI	+	314811	315273	462	462	784.0
YKL065W-A	chrXI	+	315953	316175	222	222	472.0
YKL065C	chrXI	-	316436	317057	621	621	826.0
YKL064W	chrXI	+	317763	320673	2910	2910	3241.0
YKL063C	chrXI	-	321014	321518	504	504	886.0
YKL062W	chrXI	+	323227	325120	1893	1893	2265.0
YKL061W	chrXI	+	325770	326112	342	342	624.0
YKL060C	chrXI	-	326407	327487	1080	1080	1215.0
YKL059C	chrXI	-	328117	329443	1326	1326	1533.0
YKL058W	chrXI	+	330165	330534	369	369	774.0
YKL057C	chrXI	-	330855	333969	3114	3114	3219.0
YKL056C	chrXI	-	334411	334915	504	504	779.0
YKL055C	chrXI	-	335320	336157	837	837	1126.0
YKL054C	chrXI	-	336536	338753	2217	2217	2567.0
YKL053C-A	chrXI	-	339181	339442	261	261	446.0
YKL052C	chrXI	-	339667	340546	879	879	966.0
YKL051W	chrXI	+	341311	342373	1062	1062	1581.0
YKL050C	chrXI	-	342851	345620	2769	2769	3019.0
YKL049C	chrXI	-	346074	346764	690	690	866.0
YKL048C	chrXI	-	347213	349136	1923	1923	2182.0
YKL047W	chrXI	+	349462	351013	1551	1551	1768.0
YKL046C	chrXI	-	351274	352624	1350	1350	1819.0
YKL045W	chrXI	+	353492	355079	1587	1587	1793.0
YKL044W	chrXI	+	356321	356642	321	321	417.0
YKL043W	chrXI	+	356747	357848	1101	1101	1351.0
YKL042W	chrXI	+	358474	359566	1092	1092	1426.0
YKL041W	chrXI	+	360142	360817	675	675	867.0
YKL040C	chrXI	-	361057	361828	771	771	1270.0
YKL039W	chrXI	+	362621	364193	1572	1572	1984.0
YKL038W	chrXI	+	365604	369117	3513	3513	3904.0
YKL037W	chrXI	+	369364	369721	357	357	607.0
YKL035W	chrXI	+	369890	371390	1500	1500	1772.0
YKL034W	chrXI	+	371828	374105	2277	2277	2494.0
YKL033W-A	chrXI	+	374504	375215	711	711	881.0
YKL033W	chrXI	+	375455	378572	3117	3117	3562.0
YKL032C	chrXI	-	380064	381858	1794	1794	2205.0
YKL029C	chrXI	-	382715	384725	2010	2010	2281.0
YKL028W	chrXI	+	385757	387206	1449	1449	1781.0
YKL027W	chrXI	+	387561	388905	1344	1344	1568.0
YKL026C	chrXI	-	389379	389883	504	504	811.0
YKL025C	chrXI	-	390239	392279	2040	2040	2120.0
YKL024C	chrXI	-	392525	393140	615	615	865.0
YKL023C-A	chrXI	-	393145	393373	228	228	943.0
YKL023W	chrXI	+	393720	394554	834	834	1445.0
YKL022C	chrXI	-	394725	397248	2523	2523	2541.0
YKL021C	chrXI	-	397343	398750	1407	1407	1402.0
YKL020C	chrXI	-	398831	402080	3249	3249	3436.0
YKL019W	chrXI	+	402567	403518	951	951	1244.0
YKL018C-A	chrXI	-	403579	403879	300	300	467.0
YKL018W	chrXI	+	404101	405091	990	990	1141.0
YKL017C	chrXI	-	405189	407241	2052	2052	2169.0
YKL016C	chrXI	-	407464	407989	525	525	804.0
YKL015W	chrXI	+	408543	411483	2940	2940	3151.0
YKL014C	chrXI	-	411618	416913	5295	5295	5426.0
YKL013C	chrXI	-	417507	418023	516	516	746.0
YKL012W	chrXI	+	418309	420061	1752	1752	1982.0
YKL011C	chrXI	-	420154	421216	1062	1062	1149.0
YKL010C	chrXI	-	421423	425875	4452	4452	4626.0
YKL009W	chrXI	+	426241	426952	711	711	906.0
YKL008C	chrXI	-	427294	428551	1257	1257	1754.0
YKL007W	chrXI	+	429301	430108	807	807	986.0
YKL006C-A	chrXI	-	430197	430632	435	294	920.0
YKL006W	chrXI	+	431905	432720	815	417	534.0
YKL005C	chrXI	-	433092	434877	1785	1785	2105.0
YKL004W	chrXI	+	435579	436785	1206	1206	1727.0
YKL003C	chrXI	-	437096	437492	396	396	563.0
YKL002W	chrXI	+	437777	438544	767	699	1012.0
YKL001C	chrXI	-	438776	439385	609	609	821.0
YKR001C	chrXI	-	440607	442722	2115	2115	2413.0
YKR002W	chrXI	+	443231	444938	1707	1707	2040.0
YKR003W	chrXI	+	445380	446727	1347	1347	1540.0
YKR004C	chrXI	-	446798	448036	1238	1134	1285.0
YKR005C	chrXI	-	448520	450167	1647	1578	1828.0
YKR006C	chrXI	-	450422	451217	795	795	893.0
YKR007W	chrXI	+	451433	451988	555	555	656.0
YKR008W	chrXI	+	452200	454078	1878	1878	2030.0
YKR009C	chrXI	-	454351	457054	2703	2703	2839.0
YKR010C	chrXI	-	458923	461239	2316	2316	2618.0
YKR011C	chrXI	-	461634	462696	1062	1062	1285.0
YKR013W	chrXI	+	463958	464948	990	990	1389.0
YKR014C	chrXI	-	465366	466071	705	705	1088.0
YKR015C	chrXI	-	466960	468667	1707	1707	1957.0
YKR016W	chrXI	+	469716	471339	1623	1623	1911.0
YKR017C	chrXI	-	471693	473349	1656	1656	1968.0
YKR018C	chrXI	-	473722	475900	2178	2178	2547.0
YKR019C	chrXI	-	476215	478063	1848	1848	2042.0
YKR020W	chrXI	+	478337	478832	495	495	757.0
YKR021W	chrXI	+	479233	481981	2748	2748	2883.0
YKR022C	chrXI	-	482170	483139	969	969	1145.0
YKR023W	chrXI	+	483418	485011	1593	1593	1761.0
YKR024C	chrXI	-	485143	487372	2229	2229	2394.0
YKR025W	chrXI	+	487769	488618	849	849	982.0
YKR026C	chrXI	-	488737	489655	918	918	1246.0
YKR027W	chrXI	+	491363	493661	2298	2298	2455.0
YKR028W	chrXI	+	494256	497358	3102	3102	3621.0
YKR029C	chrXI	-	497577	499833	2256	2256	2379.0
YKR030W	chrXI	+	500281	501103	822	822	1141.0
YKR031C	chrXI	-	501343	506395	5052	5052	5374.0
YKR032W	chrXI	+	506516	506831	315	315	565.0
YKR034W	chrXI	+	506897	507707	810	810	1060.0
YKR035W-A	chrXI	+	507938	508553	615	615	786.0
YKR036C	chrXI	-	508701	510633	1932	1932	2081.0
YKR037C	chrXI	-	510909	511797	888	888	1068.0
YKR038C	chrXI	-	511998	513159	1161	1161	1309.0
YKR039W	chrXI	+	515062	516871	1809	1809	2059.0
YKR041W	chrXI	+	518197	518950	753	753	1003.0
YKR042W	chrXI	+	519526	520624	1098	1098	1539.0
YKR043C	chrXI	-	520896	521712	816	816	1001.0
YKR044W	chrXI	+	522014	523346	1332	1332	1548.0
YKR045C	chrXI	-	523417	523969	552	552	699.0
YKR046C	chrXI	-	524222	525074	852	852	1025.0
YKR048C	chrXI	-	525386	526640	1254	1254	1444.0
YKR049C	chrXI	-	526829	527231	402	402	496.0
YKR050W	chrXI	+	527814	530484	2670	2670	3747.0
YKR051W	chrXI	+	530945	532202	1257	1257	1454.0
YKR052C	chrXI	-	532549	533464	915	915	1354.0
YKR053C	chrXI	-	534066	535281	1215	1215	1285.0
YKR054C	chrXI	-	535646	547925	12279	12279	12529.0
YKR055W	chrXI	+	548215	549091	876	876	1229.0
YKR056W	chrXI	+	549447	551367	1920	1920	1869.0
YKR057W	chrXI	+	551656	552242	586	264	527.0
YKR058W	chrXI	+	552769	554620	1851	1851	1960.0
YKR059W	chrXI	+	554986	556174	1188	1188	1534.0
YKR060W	chrXI	+	556517	557342	825	825	1281.0
YKR061W	chrXI	+	557676	558954	1278	1278	1437.0
YKR062W	chrXI	+	559665	560652	987	987	1280.0
YKR063C	chrXI	-	560788	562297	1509	1509	1722.0
YKR064W	chrXI	+	562546	565138	2592	2592	2794.0
YKR065C	chrXI	-	565298	565892	594	594	795.0
YKR066C	chrXI	-	566112	567198	1086	1086	1224.0
YKR067W	chrXI	+	567917	570149	2232	2232	2475.0
YKR068C	chrXI	-	570327	570909	582	582	791.0
YKR069W	chrXI	+	571611	573393	1782	1782	1962.0
YKR070W	chrXI	+	573573	574632	1059	1059	1260.0
YKR071C	chrXI	-	574933	575980	1047	1047	1359.0
YKR072C	chrXI	-	576434	578123	1689	1689	2049.0
YKR073C	chrXI	-	578186	578507	321	321	366.0
YKR074W	chrXI	+	579208	579676	468	468	664.0
YKR075C	chrXI	-	579826	580750	924	924	1174.0
YKR076W	chrXI	+	582282	583395	1113	1113	1363.0
YKR077W	chrXI	+	583652	584744	1092	1092	1191.0
YKR078W	chrXI	+	584951	586709	1758	1758	1879.0
YKR079C	chrXI	-	586788	589305	2517	2517	2933.0
YKR080W	chrXI	+	590394	591357	963	963	1257.0
YKR081C	chrXI	-	591505	592540	1035	1035	1182.0
YKR082W	chrXI	+	592824	596298	3474	3474	3597.0
YKR083C	chrXI	-	596420	596822	402	402	598.0
YKR084C	chrXI	-	597054	598890	1836	1836	2026.0
YKR085C	chrXI	-	599093	599681	588	588	688.0
YKR086W	chrXI	+	599856	603072	3216	3216	3333.0
YKR087C	chrXI	-	603194	604232	1038	1038	1160.0
YKR088C	chrXI	-	604404	605418	1014	1014	1110.0
YKR089C	chrXI	-	605632	608365	2733	2733	2927.0
YKR090W	chrXI	+	608945	611066	2121	2121	2491.0
YKR091W	chrXI	+	611524	612265	741	741	1105.0
YKR092C	chrXI	-	612664	613885	1221	1221	1527.0
YKR093W	chrXI	+	615729	617535	1806	1806	2204.0
YKR094C	chrXI	-	617995	618750	755	387	589.0
YKR095W	chrXI	+	619804	625432	5628	5628	5977.0
YKR095W-A	chrXI	+	625863	626205	342	267	439.0
YKR096W	chrXI	+	626792	630380	3588	3588	3955.0
YKR097W	chrXI	+	631151	632801	1650	1650	1900.0
YKR098C	chrXI	-	633025	635179	2154	2154	2346.0
YKR099W	chrXI	+	635850	638286	2436	2436	2801.0
YKR100C	chrXI	-	638900	639968	1068	1068	1606.0
YKR101W	chrXI	+	640539	642504	1965	1965	2210.0
YKR102W	chrXI	+	646355	649865	3510	3510	3760.0
YKR103W	chrXI	+	653079	656736	3657	3657	3907.0
YKR104W	chrXI	+	656835	657756	921	921	1171.0
YKR105C	chrXI	-	658715	660464	1749	1749	1999.0
YKR106W	chrXI	+	661441	663289	1848	1848	2098.0
YLL067C	chrXII	-	584	4301	3717	3618	3798.0
YLL066W-B	chrXII	+	5604	5775	171	171	421.0
YLL066C	chrXII	-	6119	9836	3717	3618	3696.0
YLL064C	chrXII	-	13082	13445	363	363	613.0
YLL063C	chrXII	-	14647	16072	1425	1425	1551.0
YLL062C	chrXII	-	16638	17613	975	975	1147.0
YLL061W	chrXII	+	17955	19707	1752	1752	1989.0
YLL060C	chrXII	-	21137	21839	702	702	952.0
YLL058W	chrXII	+	23568	25296	1728	1728	1905.0
YLL057C	chrXII	-	25755	26994	1239	1239	1489.0
YLL056C	chrXII	-	27408	28305	897	897	1019.0
YLL055W	chrXII	+	30108	31704	1596	1596	2159.0
YLL054C	chrXII	-	32672	35204	2532	2532	2950.0
YLL053C	chrXII	-	35502	35961	459	459	709.0
YLL052C	chrXII	-	35911	36361	450	450	700.0
YLL051C	chrXII	-	37332	39471	2139	2139	2374.0
YLL050C	chrXII	-	39803	40414	611	432	581.0
YLL049W	chrXII	+	40665	41205	540	540	638.0
YLL048C	chrXII	-	41279	46265	4986	4986	5284.0
YLL046C	chrXII	-	46713	47463	750	750	1000.0
YLL045C	chrXII	-	47858	48629	771	771	907.0
YLL043W	chrXII	+	49937	51947	2010	2010	2261.0
YLL042C	chrXII	-	52086	52590	504	504	754.0
YLL041C	chrXII	-	53130	53931	801	801	1249.0
YLL040C	chrXII	-	54210	63645	9435	9435	9502.0
YLL039C	chrXII	-	64061	65207	1146	1146	1442.0
YLL038C	chrXII	-	65774	66518	744	744	1378.0
YLL036C	chrXII	-	66744	68256	1512	1512	1584.0
YLL035W	chrXII	+	68579	70478	1899	1899	2224.0
YLL034C	chrXII	-	70632	73146	2514	2514	2719.0
YLL033W	chrXII	+	73408	74101	693	693	1256.0
YLL032C	chrXII	-	74269	76747	2478	2478	2882.0
YLL031C	chrXII	-	77151	80205	3054	3054	3203.0
YLL030C	chrXII	-	80355	80697	342	342	592.0
YLL029W	chrXII	+	81460	83710	2250	2250	2506.0
YLL028W	chrXII	+	84803	86564	1761	1761	2291.0
YLL027W	chrXII	+	87402	88155	753	753	1112.0
YLL026W	chrXII	+	88622	91349	2727	2727	2983.0
YLL025W	chrXII	+	94746	95121	375	375	625.0
YLL024C	chrXII	-	95565	97485	1920	1920	2084.0
YLL023C	chrXII	-	97996	98836	840	840	996.0
YLL022C	chrXII	-	99043	100201	1158	1158	1469.0
YLL021W	chrXII	+	100946	105347	4401	4401	4647.0
YLL019C	chrXII	-	105685	107899	2214	2214	2464.0
YLL018C-A	chrXII	-	108675	108972	297	297	972.0
YLL018C	chrXII	-	109901	111575	1674	1674	1893.0
YLL015W	chrXII	+	116431	121111	4680	4680	4838.0
YLL014W	chrXII	+	121321	121648	327	327	484.0
YLL013C	chrXII	-	122074	124714	2640	2640	3316.0
YLL012W	chrXII	+	125533	127255	1722	1722	1854.0
YLL011W	chrXII	+	127522	128992	1470	1470	1595.0
YLL010C	chrXII	-	129329	130613	1284	1284	1875.0
YLL009C	chrXII	-	131204	131414	210	210	353.0
YLL008W	chrXII	+	131728	133987	2259	2259	2469.0
YLL007C	chrXII	-	134301	136299	1998	1998	2323.0
YLL006W-A	chrXII	+	136344	136521	177	177	427.0
YLL006W	chrXII	+	136585	137866	1281	1281	1354.0
YLL005C	chrXII	-	137939	140546	2607	2607	2857.0
YLL004W	chrXII	+	141072	142923	1851	1851	1924.0
YLL003W	chrXII	+	143200	146041	2841	2841	3000.0
YLL002W	chrXII	+	146290	147601	1311	1311	1394.0
YLL001W	chrXII	+	147889	150163	2274	2274	2494.0
YLR001C	chrXII	-	151388	153977	2589	2589	2673.0
YLR002C	chrXII	-	154342	156334	1992	1992	2176.0
YLR003C	chrXII	-	156854	157730	876	876	1014.0
YLR004C	chrXII	-	157933	159505	1572	1572	1822.0
